cliente_id,edad,antiguedad_años,salario_mensual_cop,num_productos,saldo_promedio_cop,num_transacciones_mes,dias_desde_ultimo_contacto,nps_score,canal_preferido,segmento_cliente,region,tiene_credito,tiene_cuenta_ahorro,meses_sin_uso_app,quejas_ultimo_año,churn
CLI00542,63,14,6461828,5,43013953,49,52,6,Digital,Premium,Caribe,1,0,4,3,0
CLI00543,60,1,9232752,2,21219187,49,289,0,App Móvil,Pyme,Caribe,0,1,9,2,1
CLI00544,35,3,3892919,5,38405257,24,278,8,Digital,Masivo,Andina,1,0,8,0,0
CLI00545,52,5,3000948,6,24100993,47,114,6,App Móvil,Preferente,Caribe,0,1,8,3,1
CLI00546,26,6,7827090,4,40360129,7,239,9,Presencial,Masivo,Caribe,0,1,7,1,0
CLI00547,56,9,5607834,2,9275707,19,133,8,Presencial,Masivo,Andina,0,1,5,4,0
CLI00548,44,18,3908630,6,39149527,22,274,6,Presencial,Masivo,Caribe,1,1,5,0,0
CLI00549,50,18,11483526,6,7438096,57,166,1,Telefónico,Masivo,Caribe,1,1,0,4,0
CLI00550,64,11,7337196,6,3053407,55,293,5,Digital,Preferente,Andina,0,1,5,0,0
CLI00551,32,2,9595213,1,29311119,35,243,9,App Móvil,Preferente,Pacífica,0,1,3,3,0
CLI00552,39,12,4202994,6,18194447,30,320,3,Presencial,Masivo,Andina,1,1,3,3,1
CLI00553,33,17,7419626,1,33962406,29,138,2,Digital,Masivo,Andina,1,1,1,2,0
CLI00554,30,7,7057805,6,33276830,22,79,1,Digital,Premium,Andina,0,1,10,0,0
CLI00555,31,14,6402444,3,6818922,11,170,5,Presencial,Masivo,Andina,0,1,3,1,0
CLI00556,38,0,1692512,2,46270592,20,123,7,Presencial,Preferente,Orinoquía,1,1,4,3,0
CLI00557,59,2,5214379,3,17929098,29,176,5,Presencial,Masivo,Caribe,1,1,11,2,0
CLI00558,28,7,7345447,6,40010614,51,300,8,Telefónico,Preferente,Pacífica,0,1,4,3,0
CLI00559,34,3,3049420,2,24895828,41,82,4,Presencial,Masivo,Orinoquía,1,1,4,4,1
CLI00560,61,15,11964523,2,40553798,42,87,1,App Móvil,Masivo,Pacífica,1,1,3,3,1
CLI00561,63,9,4845647,4,2471321,34,225,7,Presencial,Masivo,Caribe,1,0,0,0,0
CLI00562,30,11,9812934,3,34254702,1,16,8,App Móvil,Masivo,Caribe,1,0,9,2,0
CLI00563,48,13,5400379,4,25256241,31,310,9,Digital,Masivo,Pacífica,1,1,7,0,0
CLI00564,23,13,5304409,2,15393675,30,358,3,Presencial,Preferente,Caribe,1,1,2,1,0
CLI00565,26,1,8222055,1,38177374,48,163,5,Digital,Masivo,Pacífica,0,1,1,1,0
CLI00566,50,4,10535949,2,9449168,18,98,9,Presencial,Masivo,Pacífica,0,1,8,3,0
CLI00567,58,4,3020982,4,33746890,55,156,7,App Móvil,Preferente,Pacífica,1,1,6,2,0
CLI00568,59,5,7781646,3,32589147,58,2,8,Digital,Preferente,Caribe,0,1,8,2,0
CLI00569,40,12,5498422,6,32250847,17,350,4,Digital,Pyme,Pacífica,1,1,1,2,0
CLI00570,29,8,7926288,6,49254958,38,169,5,App Móvil,Preferente,Pacífica,1,1,8,2,0
CLI00571,22,14,11090446,3,30896091,14,315,3,Digital,Preferente,Pacífica,1,0,9,3,1
CLI00572,43,13,3664563,6,43866822,23,325,4,Telefónico,Preferente,Caribe,1,1,8,0,0
CLI00573,38,6,6681377,6,12998017,25,92,6,Presencial,Pyme,Caribe,0,1,10,3,0
CLI00574,28,19,6781091,4,37451369,15,181,8,App Móvil,Premium,Andina,1,1,8,0,0
CLI00575,46,1,5908285,3,26574615,46,231,9,Digital,Masivo,Caribe,1,1,9,4,1
CLI00576,25,6,9512369,5,49987331,56,301,5,Digital,Masivo,Andina,0,1,9,4,1
CLI00577,57,5,11984196,1,39052395,22,148,5,Presencial,Masivo,Orinoquía,1,1,3,0,0
CLI00578,27,16,5704955,1,4102553,3,280,7,App Móvil,Preferente,Andina,0,1,9,3,0
CLI00579,52,1,6559667,6,28266442,56,189,3,Presencial,Preferente,Pacífica,1,1,2,1,0
CLI00580,40,2,9590736,1,44674343,55,347,2,Digital,Preferente,Caribe,1,1,5,3,1
CLI00581,60,4,4485696,3,8434858,19,350,6,Telefónico,Masivo,Caribe,0,0,2,1,0
CLI00582,48,4,9643179,3,45948234,57,314,4,App Móvil,Preferente,Caribe,1,1,10,3,1
CLI00583,31,0,10326233,2,13474284,44,128,1,App Móvil,Premium,Andina,1,1,8,2,1
CLI00584,47,7,4801106,2,43293890,34,7,1,App Móvil,Masivo,Orinoquía,0,1,2,2,1
CLI00585,40,11,2872070,1,47890626,35,47,5,Digital,Preferente,Caribe,0,1,1,4,1
CLI00586,60,3,4093726,5,19794409,50,53,7,Digital,Masivo,Andina,1,1,7,4,1
CLI00587,24,12,8221308,2,2112368,1,187,0,Telefónico,Premium,Andina,1,1,5,0,0
CLI00588,34,14,9741353,2,27609269,52,38,5,App Móvil,Premium,Orinoquía,1,1,7,1,0
CLI00589,49,10,7170706,3,40373185,21,226,1,Digital,Preferente,Caribe,1,1,6,2,1
CLI00590,41,9,5950252,5,876336,29,53,1,Digital,Preferente,Caribe,1,0,2,3,0
CLI00591,49,2,11458665,6,45773455,6,224,6,Telefónico,Premium,Caribe,1,0,7,0,0
CLI00592,29,13,10749677,1,23213953,37,154,9,Digital,Preferente,Andina,1,1,9,3,1
CLI00593,62,15,10745234,2,5782197,1,48,0,Presencial,Masivo,Caribe,1,1,0,2,0
CLI00594,60,9,9994630,5,30869533,51,351,5,Presencial,Premium,Orinoquía,0,1,0,2,0
CLI00595,22,9,7155635,5,13317715,1,147,6,Presencial,Masivo,Andina,0,0,9,2,0
CLI00596,24,11,6475045,1,44228261,27,64,7,Telefónico,Masivo,Andina,1,1,7,2,0
CLI00597,34,8,1970529,5,11898651,21,349,6,Presencial,Premium,Andina,0,1,8,3,1
CLI00598,49,0,1661445,5,12697368,53,182,5,Telefónico,Preferente,Caribe,1,1,9,0,0
CLI00599,46,4,5334242,5,11859039,16,125,8,Presencial,Masivo,Andina,1,1,5,2,0
CLI00600,54,19,7994503,2,32308604,44,179,2,Presencial,Masivo,Amazonía,0,0,4,4,1
CLI00601,59,7,2184029,1,46994185,59,39,5,Telefónico,Masivo,Pacífica,1,1,1,0,0
CLI00602,27,10,6837355,5,20849083,54,260,3,Digital,Masivo,Orinoquía,1,0,10,4,0
CLI00603,53,11,10398978,5,23888169,40,3,1,Digital,Masivo,Pacífica,1,1,8,3,0
CLI00604,42,0,8481440,2,48617184,26,64,0,Digital,Preferente,Caribe,0,1,5,2,1
CLI00605,37,19,11640982,1,1418060,16,29,0,Digital,Masivo,Caribe,0,1,7,0,1
CLI00606,42,10,5499694,3,21005303,28,11,9,Presencial,Preferente,Caribe,1,1,8,2,1
CLI00607,32,4,4808505,2,49866101,1,97,2,App Móvil,Masivo,Andina,1,1,8,2,1
CLI00608,58,14,9701428,1,4639022,36,358,3,Telefónico,Pyme,Caribe,0,0,7,0,0
CLI00609,57,4,1708944,5,42091765,10,203,1,Telefónico,Masivo,Andina,0,0,11,2,0
CLI00610,56,11,6686686,1,25657039,43,21,0,Presencial,Masivo,Pacífica,1,1,9,2,0
CLI00611,40,4,9076472,1,39552236,17,39,3,Presencial,Masivo,Orinoquía,1,1,7,1,0
CLI00612,41,16,2861303,6,24465875,57,223,6,Presencial,Preferente,Pacífica,1,0,2,1,0
CLI00613,39,16,5701765,1,17462554,59,102,9,Digital,Preferente,Orinoquía,1,1,2,0,0
CLI00614,62,11,9464443,3,49724575,23,46,5,Digital,Masivo,Caribe,1,1,1,0,0
CLI00615,35,14,4394100,1,41997785,7,66,5,Presencial,Masivo,Caribe,0,1,0,2,0
CLI00616,36,14,6166805,3,1683032,44,91,8,App Móvil,Masivo,Pacífica,1,1,3,4,0
CLI00617,52,5,2697162,5,29998401,53,164,1,Digital,Preferente,Caribe,0,1,1,0,0
CLI00618,22,11,2546161,3,22009867,7,111,3,Digital,Preferente,Caribe,1,1,1,2,0
CLI00619,24,19,8174851,5,16520615,44,338,4,Telefónico,Masivo,Andina,1,0,10,4,1
CLI00620,37,17,6188482,5,5954632,15,123,0,Digital,Masivo,Caribe,0,1,10,1,1
CLI00621,44,13,9848022,3,14919519,34,193,7,App Móvil,Masivo,Andina,1,0,4,0,0
CLI00622,32,1,8483604,2,42445304,46,99,7,Telefónico,Masivo,Andina,1,0,3,2,0
CLI00623,33,8,11668293,4,36900577,45,291,5,App Móvil,Preferente,Andina,0,1,0,1,0
CLI00624,31,4,3397501,1,27381819,4,159,4,Presencial,Masivo,Pacífica,1,1,8,3,1
CLI00625,53,19,6254619,6,19427648,14,103,7,Telefónico,Masivo,Andina,0,1,3,1,0
CLI00626,37,0,7965377,4,4175282,14,281,2,Presencial,Masivo,Caribe,1,1,4,2,0
CLI00627,29,2,7629439,1,5455483,16,43,2,Telefónico,Pyme,Caribe,1,1,6,4,1
CLI00628,59,5,10561826,1,23641763,7,84,1,Presencial,Premium,Andina,0,1,1,3,1
CLI00629,33,4,5385250,5,11906455,32,191,4,Digital,Masivo,Pacífica,1,1,7,3,1
CLI00630,45,4,10491899,1,35321845,19,51,2,Presencial,Masivo,Pacífica,0,1,10,3,1
CLI00631,49,0,6402059,6,36128129,2,210,2,Presencial,Masivo,Pacífica,1,0,1,0,0
CLI00632,29,16,8107912,1,32532126,10,126,5,App Móvil,Preferente,Caribe,1,1,10,2,0
CLI00633,49,18,7073694,3,37155384,50,69,7,Telefónico,Masivo,Andina,0,1,9,3,1
CLI00634,57,13,6728566,4,31177921,17,265,1,Telefónico,Preferente,Andina,0,1,4,1,0
CLI00635,47,11,2219407,3,15211804,37,258,3,Digital,Preferente,Andina,1,1,11,4,1
CLI00636,29,9,4038143,6,39100942,12,188,6,Telefónico,Premium,Andina,1,0,1,2,0
CLI00637,49,19,1837913,1,41450835,6,230,0,Presencial,Masivo,Andina,0,1,1,1,0
CLI00638,49,17,1828821,6,6097020,22,189,0,App Móvil,Premium,Andina,1,0,3,0,0
CLI00639,58,10,11589851,5,38908774,32,10,9,App Móvil,Premium,Pacífica,0,1,3,3,0
CLI00640,62,1,5387008,3,1196311,41,114,6,Digital,Masivo,Caribe,0,1,7,1,0
CLI00641,57,17,11700983,3,14510996,20,76,6,App Móvil,Masivo,Pacífica,1,1,5,2,0
CLI00642,48,6,8225275,2,29609865,1,164,0,Digital,Masivo,Caribe,0,1,9,1,1
CLI00643,38,14,5115652,1,30760593,54,85,0,Presencial,Masivo,Caribe,1,0,7,0,1
CLI00644,30,10,6693734,5,10675927,47,49,3,Presencial,Masivo,Amazonía,1,1,6,4,0
CLI00645,54,17,9957411,3,14308001,53,326,4,Digital,Preferente,Amazonía,1,1,9,3,1
CLI00646,41,11,9272580,3,47322239,58,177,4,Telefónico,Masivo,Caribe,1,1,3,2,0
CLI00647,34,5,2307744,5,15608121,6,218,3,Digital,Pyme,Andina,1,1,1,3,0
CLI00648,49,19,10637344,6,1462603,19,189,7,Digital,Masivo,Caribe,1,1,8,3,0
CLI00649,50,12,7220622,6,43218069,18,346,6,Presencial,Pyme,Andina,1,0,1,3,0
CLI00650,34,19,10588147,1,11409399,6,230,8,Telefónico,Masivo,Pacífica,1,1,0,1,0
CLI00651,56,15,10134012,2,33691077,45,255,6,App Móvil,Premium,Amazonía,1,1,7,1,0
CLI00652,27,17,8433705,3,49795107,33,236,9,Telefónico,Masivo,Andina,0,1,9,4,1
CLI00653,39,9,7045403,2,30402220,23,26,0,Telefónico,Masivo,Andina,1,1,8,0,0
CLI00654,26,7,1517297,6,34741269,23,72,6,Presencial,Premium,Andina,1,1,0,2,0
CLI00655,46,17,2288443,6,42285261,26,261,0,Digital,Masivo,Andina,1,1,6,1,1
CLI00656,23,0,4765962,4,15116926,13,254,6,Digital,Preferente,Orinoquía,1,1,1,3,0
CLI00657,31,7,7510334,1,44378959,7,271,9,Presencial,Preferente,Orinoquía,1,1,5,0,0
CLI00658,51,5,11115754,4,43122620,15,123,7,Telefónico,Preferente,Andina,1,1,10,2,1
CLI00659,26,4,7252613,4,41399651,44,144,8,Presencial,Preferente,Andina,0,1,4,2,1
CLI00660,54,14,2833572,4,46992088,27,257,2,Telefónico,Preferente,Caribe,1,1,0,2,0
CLI00661,22,14,7137025,1,47293535,26,144,3,Presencial,Masivo,Caribe,0,1,1,2,0
CLI00662,39,1,9572879,1,19267488,33,259,3,Digital,Preferente,Pacífica,1,1,1,4,1
CLI00663,53,0,10504471,5,40397740,15,47,8,Digital,Premium,Andina,1,1,9,2,0
CLI00664,32,10,6201669,2,33321123,36,351,6,App Móvil,Masivo,Andina,0,1,9,0,1
CLI00665,42,9,5265056,2,21950611,45,13,2,Telefónico,Masivo,Andina,0,1,5,1,0
CLI00666,47,17,4825315,5,36183569,55,208,9,App Móvil,Preferente,Pacífica,1,1,10,0,0
CLI00667,46,17,6717092,5,13187365,27,311,4,Digital,Masivo,Caribe,0,1,11,3,1
CLI00668,43,16,9764605,6,15614614,57,235,6,App Móvil,Masivo,Orinoquía,0,1,0,4,0
CLI00669,48,7,2328791,4,4776415,5,149,7,Digital,Masivo,Orinoquía,1,1,10,4,1
CLI00670,34,14,5320887,5,27205484,2,322,0,Digital,Preferente,Orinoquía,0,0,3,3,1
CLI00671,54,7,8152346,3,27185274,55,155,1,App Móvil,Masivo,Andina,1,1,11,0,0
CLI00672,55,16,4346274,2,15213967,58,166,6,Digital,Preferente,Caribe,1,1,9,0,1
CLI00673,62,11,7488099,5,10359748,33,90,1,Telefónico,Premium,Andina,0,1,10,3,1
CLI00674,56,7,8569337,3,23985603,16,186,6,Digital,Masivo,Andina,0,1,4,2,0
CLI00675,22,13,9371917,3,37416039,23,318,8,Presencial,Preferente,Caribe,1,1,1,2,0
CLI00676,42,3,6946079,3,11917042,38,358,1,App Móvil,Pyme,Andina,1,1,1,1,0
CLI00677,27,0,1876794,6,20901606,55,174,6,Digital,Preferente,Andina,1,1,6,0,0
CLI00678,49,0,5378450,6,2656222,16,217,3,Telefónico,Premium,Orinoquía,1,0,6,0,0
CLI00679,38,18,4533349,3,48189133,14,264,1,Digital,Masivo,Caribe,1,0,5,3,0
CLI00680,26,15,11410074,6,43070149,29,97,6,Telefónico,Premium,Andina,0,1,0,3,0
CLI00681,52,13,7907054,4,47375247,26,117,4,Digital,Masivo,Pacífica,0,1,11,2,1
CLI00682,26,15,2282877,3,37821420,35,199,0,Digital,Masivo,Pacífica,0,1,11,0,1
CLI00683,59,4,6402825,4,39247446,15,320,4,Digital,Masivo,Orinoquía,0,1,2,0,0
CLI00684,24,8,8568132,4,41675917,3,21,2,Digital,Masivo,Pacífica,1,1,8,4,1
CLI00685,44,1,7799492,3,10176828,23,200,6,App Móvil,Premium,Orinoquía,1,1,9,1,0
CLI00686,58,17,7298946,2,5459501,29,341,5,Presencial,Masivo,Andina,0,1,0,1,0
CLI00687,58,5,8736694,3,41129759,34,248,7,Digital,Preferente,Andina,1,0,1,2,0
CLI00688,31,8,7428643,3,4013582,33,276,4,Presencial,Preferente,Caribe,0,0,7,0,0
CLI00689,31,0,11861032,6,2872875,41,264,1,Digital,Preferente,Caribe,1,0,6,4,1
CLI00690,40,8,11224700,3,10218896,41,58,8,Telefónico,Masivo,Caribe,1,1,8,0,0
CLI00691,38,15,7549850,2,14574248,23,302,7,App Móvil,Preferente,Caribe,1,1,9,3,1
CLI00692,42,12,2350350,6,32404789,7,31,5,Presencial,Masivo,Caribe,1,1,11,2,0
CLI00693,35,8,10056255,1,39354977,3,249,9,App Móvil,Masivo,Caribe,0,1,11,1,0
CLI00694,30,12,3833679,1,24747780,58,93,6,Presencial,Pyme,Caribe,1,1,3,0,0
CLI00695,22,8,1935477,4,41592940,32,265,8,Digital,Masivo,Orinoquía,1,0,3,2,0
CLI00696,34,10,11572131,4,15634202,31,271,6,Telefónico,Masivo,Caribe,1,1,6,1,0
CLI00697,25,3,9236484,2,48972147,18,94,2,Presencial,Premium,Pacífica,1,1,0,0,0
CLI00698,22,1,7151944,5,18373462,43,154,5,Telefónico,Masivo,Caribe,1,1,9,4,1
CLI00699,61,5,5827308,1,43762279,7,285,6,App Móvil,Preferente,Orinoquía,1,1,11,2,1
CLI00700,53,13,3081420,4,30071551,41,80,1,Presencial,Masivo,Orinoquía,1,1,8,0,0
CLI00701,55,3,2286261,1,8194253,1,292,2,App Móvil,Masivo,Pacífica,0,1,1,1,0
CLI00702,49,5,4994708,2,37983054,14,84,3,Telefónico,Masivo,Pacífica,1,1,0,1,0
CLI00703,52,18,8452314,2,2469930,52,37,9,Presencial,Masivo,Caribe,1,1,6,4,1
CLI00704,29,5,4579042,5,131936,32,342,5,Telefónico,Masivo,Amazonía,1,0,5,2,0
CLI00705,60,1,8165769,5,38706462,6,327,0,Digital,Preferente,Orinoquía,0,1,11,2,1
CLI00706,47,17,8038655,6,43922786,39,232,8,App Móvil,Preferente,Orinoquía,1,1,2,0,0
CLI00707,55,12,10014668,2,32133595,10,93,4,Telefónico,Pyme,Pacífica,0,1,0,1,0
CLI00708,24,8,7468633,4,19247186,7,336,6,Digital,Masivo,Andina,1,1,11,1,0
CLI00709,33,18,8398046,1,32609389,26,102,8,Digital,Preferente,Orinoquía,1,1,4,4,1
CLI00710,22,12,4577099,3,38866902,34,166,8,Telefónico,Preferente,Caribe,1,1,9,4,1
CLI00711,26,10,4344180,5,11924255,30,159,0,Digital,Pyme,Andina,1,0,3,2,0
CLI00712,51,0,8258699,3,31785895,36,14,0,Digital,Masivo,Caribe,0,1,4,1,0
CLI00713,51,6,9483939,4,16232332,21,225,2,Presencial,Preferente,Orinoquía,0,1,0,0,0
CLI00714,38,14,6566112,5,19355898,17,73,5,Digital,Premium,Caribe,1,1,0,3,0
CLI00715,44,0,11561403,3,47701715,33,249,1,Presencial,Masivo,Caribe,0,1,4,0,0
CLI00716,36,11,5593886,4,13936930,10,91,9,Digital,Premium,Andina,1,1,5,4,1
CLI00717,58,6,10450668,1,35059332,51,216,0,Digital,Masivo,Pacífica,0,0,4,0,0
CLI00718,42,14,6801358,4,26787612,47,90,0,Telefónico,Preferente,Andina,1,0,1,1,0
CLI00719,35,18,3006145,6,29770053,42,29,4,Presencial,Pyme,Caribe,1,1,8,2,0
CLI00720,23,0,4148202,5,8580504,51,305,3,Digital,Preferente,Caribe,0,1,4,3,0
CLI00721,32,16,2692931,2,38837854,12,220,0,Digital,Masivo,Pacífica,0,1,10,2,1
CLI00722,60,16,6389084,1,21384981,56,328,3,Presencial,Masivo,Amazonía,1,1,10,3,0
CLI00723,59,2,8633456,3,43026369,16,215,2,Digital,Pyme,Pacífica,1,1,4,3,1
CLI00724,55,11,2371522,5,19157828,41,221,1,Digital,Preferente,Andina,1,1,9,1,0
CLI00725,59,5,7549531,2,29969114,32,42,8,Digital,Masivo,Orinoquía,1,0,8,1,0
CLI00726,55,10,11430855,4,25443928,15,135,0,App Móvil,Preferente,Andina,1,1,2,4,1
CLI00727,39,2,8390709,2,5219574,27,42,6,Telefónico,Preferente,Andina,0,1,4,4,1
CLI00728,51,7,3681906,5,48521856,28,164,3,Telefónico,Masivo,Andina,1,0,11,3,1
CLI00729,36,13,10490884,5,10387155,17,361,4,Telefónico,Masivo,Andina,0,1,4,4,1
CLI00730,48,13,3000134,6,12433238,46,283,9,Telefónico,Masivo,Pacífica,0,1,1,1,0
CLI00731,55,9,4104884,6,12513887,59,58,4,Presencial,Preferente,Andina,1,1,10,4,0
CLI00732,59,1,3205243,2,21569098,50,302,0,Telefónico,Preferente,Andina,0,1,3,3,1
CLI00733,54,13,5774692,4,6862758,58,322,5,Digital,Preferente,Caribe,0,0,10,2,0
CLI00734,45,8,1739779,2,12718062,2,25,8,Telefónico,Premium,Caribe,0,1,10,0,0
CLI00735,36,2,4475605,5,34550325,36,73,1,Telefónico,Premium,Andina,1,1,1,4,0
CLI00736,51,7,6599154,5,28362071,50,129,6,Presencial,Preferente,Caribe,1,1,4,1,0
CLI00737,63,15,7789249,3,2670492,7,87,5,Presencial,Masivo,Caribe,1,1,9,2,0
CLI00738,38,1,9652885,6,40908853,13,330,4,Digital,Preferente,Pacífica,1,1,11,1,1
CLI00739,26,5,10676748,3,14223887,15,153,3,Telefónico,Masivo,Pacífica,1,1,1,4,1
CLI00740,50,11,7664014,1,48077410,25,182,3,Telefónico,Preferente,Pacífica,0,0,9,3,1
CLI00741,25,4,8999412,5,2977299,23,125,5,App Móvil,Preferente,Andina,1,1,8,0,0
CLI00742,31,1,7716074,3,19711533,22,67,3,Digital,Masivo,Orinoquía,0,1,9,0,0
CLI00743,38,15,6833968,2,45909954,26,6,4,Telefónico,Pyme,Orinoquía,0,1,5,2,0
CLI00744,31,4,6088727,6,32329598,33,125,5,Presencial,Masivo,Pacífica,0,1,7,0,0
CLI00745,38,14,11507571,6,33119668,11,314,4,App Móvil,Preferente,Andina,1,1,8,3,1
CLI00746,41,11,9825032,4,38091886,10,326,6,Presencial,Masivo,Andina,0,1,7,1,1
CLI00747,45,3,10478989,2,24928384,25,53,8,Presencial,Pyme,Amazonía,0,1,4,3,1
CLI00748,26,14,5183909,4,20017857,37,66,9,Presencial,Masivo,Caribe,0,1,4,2,0
CLI00749,55,10,3039600,3,2715548,48,314,6,Telefónico,Masivo,Caribe,0,1,5,2,0
CLI00750,27,15,8965106,1,779091,43,82,6,App Móvil,Masivo,Andina,1,1,0,0,0
CLI00751,23,5,6583801,2,44309829,53,87,3,Digital,Masivo,Caribe,1,1,10,3,1
CLI00752,34,13,3727503,2,11765788,38,2,0,Digital,Masivo,Amazonía,1,0,7,1,1
CLI00753,64,17,4570771,2,30725231,41,204,7,App Móvil,Preferente,Andina,0,1,1,3,0
CLI00754,64,11,2643647,4,35261362,45,150,3,Presencial,Masivo,Andina,0,1,5,1,0
CLI00755,32,10,8656406,3,22744736,24,293,0,Telefónico,Masivo,Pacífica,1,1,8,1,1
CLI00756,44,12,2916953,2,31766658,40,103,4,Presencial,Masivo,Andina,0,0,2,3,0
CLI00757,37,10,4194245,2,17742011,46,24,7,Digital,Premium,Caribe,1,1,1,4,0
CLI00758,52,15,1921280,6,14284450,56,212,3,Telefónico,Preferente,Andina,0,1,9,3,1
CLI00759,32,14,2409245,1,44526276,33,65,7,Telefónico,Preferente,Pacífica,1,1,4,1,0
CLI00760,37,14,1841207,6,1578458,17,209,7,Digital,Preferente,Andina,0,0,10,2,1
CLI00761,29,3,2730746,6,43752811,24,251,2,Digital,Masivo,Pacífica,1,1,8,2,1
CLI00762,25,10,4789791,1,25435339,37,117,8,App Móvil,Masivo,Caribe,1,1,5,0,0
CLI00763,61,18,2092632,3,43563219,57,116,2,Digital,Masivo,Caribe,1,1,7,2,1
CLI00764,25,14,11360786,6,28963091,2,237,0,App Móvil,Premium,Caribe,0,1,7,4,1
CLI00765,46,3,2662189,3,14912584,32,105,1,Digital,Pyme,Andina,1,1,6,1,0
CLI00766,24,12,7230385,6,31012518,57,259,5,Presencial,Preferente,Pacífica,1,0,4,3,0
CLI00767,53,18,10302907,5,17449202,24,46,9,App Móvil,Masivo,Pacífica,0,0,1,3,0
CLI00768,24,1,3881486,1,44277522,9,311,1,Telefónico,Masivo,Andina,0,1,9,4,1
CLI00769,48,13,8213070,6,49388645,4,331,5,Presencial,Masivo,Andina,1,1,9,2,0
CLI00770,50,3,9668326,5,42080940,17,216,0,Telefónico,Preferente,Pacífica,0,1,4,1,0
CLI00771,53,15,6893455,4,7845772,17,301,0,Digital,Masivo,Caribe,1,1,11,2,1
CLI00772,40,19,1625438,5,43227323,53,333,4,Digital,Pyme,Caribe,0,1,6,0,0
CLI00773,42,13,5270183,2,8048056,50,24,9,App Móvil,Masivo,Amazonía,1,1,11,2,1
CLI00774,26,14,11805651,6,14136405,48,35,8,Telefónico,Pyme,Andina,0,0,11,0,0
CLI00775,39,2,8585904,5,45762011,30,24,7,Telefónico,Premium,Amazonía,1,0,6,3,0
CLI00776,49,7,8199744,3,23767091,40,28,2,Presencial,Premium,Andina,0,1,10,1,0
CLI00777,63,15,10524327,4,32983150,58,16,2,Digital,Preferente,Pacífica,0,1,1,0,0
CLI00778,43,9,4301445,6,33204148,11,59,0,Digital,Preferente,Caribe,0,1,6,2,1
CLI00779,42,3,10696866,2,26668885,21,243,2,Presencial,Preferente,Caribe,1,1,5,2,0
CLI00780,27,17,8339789,5,37562578,21,207,0,Telefónico,Preferente,Andina,0,1,6,3,1
CLI00781,22,1,10070556,4,31281095,18,271,7,Presencial,Preferente,Andina,1,1,10,4,0
CLI00782,26,16,4082814,6,2361331,55,249,0,App Móvil,Pyme,Caribe,0,1,7,4,1
CLI00783,62,12,5269457,4,17935559,29,267,4,Digital,Preferente,Caribe,0,1,3,2,1
CLI00784,33,3,2706751,2,44474153,24,193,8,Presencial,Premium,Caribe,1,1,0,4,1
CLI00785,47,10,2453692,5,34095961,10,335,6,Digital,Premium,Pacífica,1,0,7,1,0
CLI00786,55,6,1717770,4,4348530,45,218,3,Presencial,Masivo,Andina,1,1,7,4,1
CLI00787,35,11,5599906,4,41837593,17,115,8,Digital,Masivo,Caribe,1,1,2,1,0
CLI00788,47,9,6336917,1,5156758,18,68,8,App Móvil,Preferente,Caribe,1,1,2,2,0
CLI00789,48,6,8469129,4,31949098,42,299,1,Digital,Preferente,Caribe,1,1,4,2,0
CLI00790,30,12,7410184,1,43484059,48,325,9,App Móvil,Premium,Andina,1,1,2,2,0
CLI00791,47,6,7582199,5,25284744,20,75,9,Presencial,Masivo,Caribe,0,1,4,3,0
CLI00792,43,16,6801533,6,33960979,37,103,5,App Móvil,Preferente,Pacífica,1,1,7,4,1
CLI00793,51,9,3290008,6,48429495,45,297,3,Presencial,Preferente,Caribe,1,0,0,0,0
CLI00794,64,9,3326525,5,43602130,18,178,7,App Móvil,Masivo,Caribe,1,1,1,0,0
CLI00795,38,3,6013070,5,18434799,17,215,6,Digital,Preferente,Orinoquía,0,1,1,2,0
CLI00796,47,19,11227138,3,28875186,9,315,6,Telefónico,Premium,Pacífica,0,1,11,4,1
CLI00797,57,3,8917874,5,32051979,14,39,9,App Móvil,Masivo,Caribe,1,0,3,1,0
CLI00798,22,6,7651537,4,23254222,49,259,8,Digital,Preferente,Pacífica,0,1,8,0,0
CLI00799,29,0,5966951,6,18012598,29,204,4,Digital,Preferente,Andina,1,0,1,2,0
CLI00800,56,11,2978768,2,5228298,31,7,5,Presencial,Masivo,Pacífica,0,0,11,0,0
CLI00801,36,12,8589478,6,32502170,4,49,0,App Móvil,Masivo,Andina,1,1,10,0,0
CLI00802,43,9,11453821,1,45825546,18,26,5,Presencial,Pyme,Pacífica,0,0,11,0,0
CLI00803,35,14,6624674,6,44362533,59,161,1,Presencial,Masivo,Amazonía,1,0,8,2,0
CLI00804,47,12,9826435,3,32590433,20,357,5,Digital,Masivo,Caribe,0,1,6,2,1
CLI00805,49,8,10576760,5,26463506,56,176,8,Digital,Masivo,Andina,1,0,9,3,0
CLI00806,44,8,1902980,5,7775679,56,79,7,App Móvil,Preferente,Andina,1,1,7,3,1
CLI00807,35,14,10926944,6,36686725,47,2,8,Digital,Preferente,Caribe,0,0,0,3,0
CLI00808,45,9,11057540,2,9929645,43,132,9,Telefónico,Preferente,Caribe,1,1,4,0,0
CLI00809,23,9,9057260,2,20809587,44,276,7,App Móvil,Masivo,Caribe,0,1,8,4,1
CLI00810,47,7,8432667,3,46797541,9,117,2,Digital,Premium,Andina,0,1,11,2,1
CLI00811,35,15,11337695,1,18309033,13,164,7,Telefónico,Masivo,Andina,1,1,3,3,0
CLI00812,28,16,4031528,6,31397440,15,288,5,Digital,Masivo,Andina,1,0,1,4,0
